is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
0,7.84,53.82,51.22,48.17,53.39,88.79,8.41,55.234
0,8.97,64.87,60.48,93.05,98.59,80.29,6.74,8.438
1,7.56,41.97,92.69,66.49,60.27,22.66,7.47,62.717
1,9.35,48.15,96.49,84.06,77.46,43.06,5.66,76.545
0,3.99,59.19,80.32,94.32,73.94,58.79,08.04,77.321
0,5.53,60.52,56.2,37.24,37.3,50.89,5.75,44.746
0,1.13,93.98,87.4,57.09,82.35,45.8,4.15,74.553
0,01.06,84.51,31.81,57.49,52.62,74.69,5.68,550.715
0,3.16,98.33,37.19,51.59,85.93,14.91,8.25,61.735
1,1.91,75.94,76.3,25.67,72.53,52.43,8.38,59.900
1,3.34,54.5,50.39,86.2,52.2,33.6,8.67,58.708
0,2.59,59.66,96.6,33.37,54.94,17.62,6.5,546.195
0,1.26,59.19,60.52,99.66,81.21,51.84,8.78,7.654
1,9.18,59.59,60.06,82.97,68.5,25.42,6.5,652.305
0,01.07,80.38,77.47,68.5,76.78,33.24,4.77,70.854
0,7.62,71.85,83.73,36.6,41.08,55.63,6.51,53.22
0,2.37,63.13,63.29,63.65,85.09,97.63,8.34,7.442
0,9.21,48.95,44.98,44.58,52.43,71.58,7.93,50.544
0,09.04,41.33,84.13,43.92,73.39,35.17,6.17,61.142
1,6.89,53.13,52.42,87.21,38.03,44.42,05.06,55.352
0,07.05,46.45,42.26,53.55,52.5,46.55,6.91,49.514
0,01.05,87.13,74.21,58.8,75.42,23.83,8.66,67.035
0,9.86,46.75,36.33,88.22,49.19,24.46,4.89,5.365
1,8.9,83.45,97.99,31.58,91.62,23.36,8.14,70.241
1,09.06,63.14,74.27,69.6,76.29,56.95,4.74,7.96
1,6.93,44.4,99.01,68.37,90.92,70.68,8.6,802.245
1,4.1,88.76,53.72,56.89,57.68,63.16,7.47,60.346
0,09.04,74.78,97.98,87.23,32.38,98.0,4.55,700.145
1,3.62,54.15,40.19,95.72,70.33,21.33,05.01,641.315
0,06.06,93.68,32.85,59.9,53.74,98.78,8.63,59.6
0,1.9,42.72,32.31,59.21,61.37,52.0,6.54,52.216
1,9.3,52.11,62.54,62.65,77.68,29.68,6.27,6.353
1,2.27,85.12,35.81,79.23,79.05,94.9,4.29,72.639
1,03.02,82.56,65.85,75.1,31.93,52.18,4.42,565.945
1,06.02,57.36,52.93,41.71,83.85,41.26,7.46,60.223
1,7.88,43.72,53.49,29.79,64.55,29.24,7.88,48.034
0,6.57,91.48,74.49,96.19,68.97,34.11,8.34,7.564
1,03.09,58.82,41.42,44.58,50.86,98.13,6.51,52.925
1,01.01,51.74,83.66,72.89,59.46,37.36,5.64,646.755
1,7.81,70.96,70.74,87.13,79.73,98.0,7.13,80.732
0,9.87,94.61,94.05,47.52,84.37,39.72,07.09,7.365
1,8.29,42.61,55.54,72.66,57.1,30.83,4.17,56.602
0,5.14,85.95,98.79,33.09,78.38,26.5,8.69,667.085
1,9.13,74.35,70.31,97.74,48.06,47.07,7.21,67.46
1,4.69,65.53,98.14,29.36,88.24,31.31,04.03,67.536
0,5.72,84.64,31.89,57.86,72.69,72.72,8.8,6.202
1,5.29,97.95,80.96,65.26,84.26,31.58,8.76,7.495
0,05.03,53.75,87.16,84.29,63.4,85.19,8.73,745.885
0,7.98,48.62,33.72,34.08,46.04,85.06,8.44,44.746
0,5.74,94.77,70.53,58.06,60.05,35.7,4.92,62.685
1,3.85,80.14,86.14,47.48,56.7,77.82,8.89,6.473
1,3.32,66.28,69.27,48.4,53.29,87.18,7.81,599.515
1,1.34,74.4,34.47,83.41,44.85,63.11,7.2,5.719
0,6.25,84.74,78.54,25.41,83.14,42.97,8.71,63.930
1,03.07,86.38,34.24,81.18,36.04,49.69,5.91,53.364
0,2.33,95.19,87.22,85.78,92.13,80.76,8.66,887.295
1,6.88,65.61,33.01,92.6,42.25,36.4,07.03,547.405
0,7.13,57.6,39.62,72.02,98.59,40.1,6.9,702.055
0,7.77,78.38,49.26,50.01,99.19,24.47,7.23,67.356
0,5.53,64.94,74.34,57.04,57.89,45.91,7.77,604.745
1,09.05,75.68,98.35,97.73,99.15,17.79,6.22,88.152
0,9.43,65.2,38.25,91.09,90.83,38.89,8.9,7.262
0,8.27,49.18,39.99,59.76,35.77,43.61,4.44,447.365
0,6.72,68.17,55.82,95.73,96.31,32.99,8.57,7.892
0,3.73,81.46,88.54,86.72,32.98,19.12,7.29,60.989
0,9.85,87.96,62.71,92.58,42.73,56.95,8.55,651.335
0,3.47,69.6,52.51,76.22,70.92,87.86,5.84,70.125
1,2.82,49.91,69.28,89.32,35.65,40.21,8.14,576.755
1,4.98,64.88,48.24,91.88,41.32,31.31,07.08,56.699
0,1.51,87.18,58.08,31.9,96.74,35.65,8.16,6.573
1,9.81,64.77,53.28,97.39,99.63,87.57,5.63,85.108
1,6.3,81.79,86.29,50.02,85.87,57.5,8.59,7.374
0,06.01,70.43,94.7,57.99,66.06,21.77,8.62,657.785
0,6.9,54.47,83.17,84.39,93.02,73.83,6.37,831.185
0,5.47,87.77,60.74,74.87,37.83,23.89,6.0,55.272
1,1.29,45.05,65.3,91.98,96.0,15.42,6.88,75.702
0,6.51,71.49,38.76,55.04,54.61,33.01,5.0,51.75
1,7.45,52.53,82.28,53.0,90.3,25.13,6.48,69.077
0,4.75,44.02,71.75,27.38,76.79,64.45,8.48,589.185
1,7.82,70.18,93.17,59.7,97.22,53.61,5.83,7.996
0,03.04,69.97,44.04,79.31,90.53,75.17,7.68,74.835
0,2.99,82.41,83.18,47.59,92.15,56.04,7.12,74.631
1,2.45,84.69,77.93,59.7,74.22,47.71,5.31,69.728
1,4.35,83.67,48.61,41.45,88.32,57.36,6.66,650.995
1,8.62,64.57,76.72,82.96,83.0,49.1,8.26,7.650
1,8.45,77.9,94.71,29.54,41.31,13.34,6.77,499.095
1,4.45,74.62,94.29,77.9,75.4,71.26,7.48,79.311
1,6.3,65.29,80.37,53.42,40.37,96.59,7.88,59.746
0,7.49,75.83,33.37,28.12,90.86,47.98,4.25,57.885
1,3.17,96.83,91.06,89.01,34.62,48.14,4.26,6.707
0,2.51,51.57,76.04,61.58,99.09,14.12,4.57,7.185
0,9.75,94.35,51.73,69.95,58.04,90.13,4.82,665.955
1,6.56,43.21,43.11,79.9,41.94,93.62,08.06,56.958
0,9.83,58.5,38.13,74.13,95.5,83.18,6.18,737.515
1,04.04,57.29,33.52,79.81,33.18,19.57,4.93,459.555
1,7.33,77.58,82.79,82.17,62.91,91.02,6.66,75.979
0,3.0,47.87,46.51,69.19,83.92,12.16,7.82,619.745
0,3.35,92.94,31.7,52.42,52.17,50.01,4.7,519.995
1,5.61,89.71,57.81,43.24,67.02,55.06,5.72,60.306
1,3.88,79.12,63.78,92.72,79.03,85.06,4.97,800.145
0,2.51,67.5,41.85,97.74,96.64,77.58,7.23,8.113
0,3.37,95.98,33.08,51.82,37.19,81.74,4.68,503.595
0,1.32,89.84,43.24,33.42,41.01,88.11,7.91,491.515
0,7.34,69.96,77.54,41.69,65.62,52.85,05.04,6.117
1,5.43,82.11,35.76,75.3,59.29,80.22,4.29,62.961
1,1.85,74.02,68.85,37.97,58.76,16.12,8.55,528.425
1,2.55,75.28,40.25,83.51,50.79,50.01,5.67,59.233
1,1.92,59.86,43.7,94.23,69.25,12.71,6.51,63.792
0,6.51,67.73,57.52,97.27,91.83,92.38,4.5,8.397
0,1.85,44.69,37.06,25.7,41.26,96.26,6.4,42.373
1,7.79,61.44,42.12,96.86,45.07,17.55,5.11,563.125
1,1.18,81.75,54.43,80.51,76.96,57.94,8.2,719.185
1,3.24,97.19,53.08,31.3,33.93,39.26,7.57,439.615
1,09.02,97.78,82.45,56.14,77.16,40.83,7.32,71.392
1,7.47,73.34,35.23,77.5,52.01,50.56,7.91,570.145
1,1.66,76.4,90.23,96.75,55.05,21.26,5.47,71.267
1,8.39,51.14,87.14,37.31,58.39,26.27,6.27,5.493
1,5.44,81.72,83.62,34.58,54.47,61.96,4.43,5.880
1,8.62,44.24,51.66,60.43,88.88,11.69,4.34,62.140
0,6.41,57.08,87.6,97.61,96.22,63.98,5.65,877.055
1,7.14,80.1,42.8,97.85,68.36,38.7,8.11,6.882
0,9.94,58.62,38.71,42.09,70.73,84.9,6.99,5.737
0,03.09,42.99,33.15,48.95,34.93,64.0,6.12,41.791
1,6.62,89.91,95.75,93.1,79.92,73.73,8.83,86.761
1,5.14,58.62,51.56,80.11,70.89,20.3,6.21,63.043
0,1.36,43.79,94.23,97.92,33.53,33.93,6.34,628.335
0,1.13,44.49,49.08,91.99,43.89,99.7,8.96,62.593
1,02.07,55.11,93.53,41.13,44.14,49.03,4.66,548.515
0,6.84,50.68,93.28,81.98,41.97,42.3,5.28,631.385
1,6.1,86.46,94.66,28.64,76.11,88.65,6.27,7.24
1,5.98,59.3,64.73,86.34,94.99,12.98,6.86,7.500
1,1.29,88.28,90.62,70.12,83.41,58.13,4.74,794.885
0,5.22,50.43,96.55,96.71,63.42,28.92,5.64,736.195
0,9.32,69.57,52.72,97.0,58.28,43.13,5.1,6.646
1,4.58,81.28,59.32,28.81,57.05,27.98,8.25,49.96
0,6.62,79.12,80.35,37.04,72.09,13.4,8.17,598.135
0,08.02,76.07,51.03,61.32,55.15,47.49,5.2,571.945
0,08.06,95.49,82.77,90.96,45.83,81.03,6.17,7.298
0,5.67,53.71,35.17,86.08,72.2,95.68,7.26,6.876
0,8.72,69.62,66.64,97.33,57.35,66.15,4.24,71.31
0,4.52,93.04,38.56,71.36,30.99,45.0,8.42,502.025
0,9.0,44.67,50.53,44.24,31.56,79.29,6.56,44.608
1,3.16,43.35,48.1,26.88,49.19,55.47,5.13,434.385
0,3.52,54.0,88.73,41.72,65.87,43.09,5.98,609.395
0,1.48,77.98,43.55,75.65,54.8,26.12,8.51,572.125
0,8.16,55.59,86.59,94.47,31.68,81.65,4.12,657.475
0,4.75,51.41,85.58,49.07,45.62,55.04,4.71,5.599
0,03.06,67.53,64.92,90.68,36.75,96.74,4.96,649.435
0,03.09,76.82,46.37,54.62,96.4,82.17,4.3,72.568
0,9.11,54.91,45.88,48.12,51.9,47.8,5.13,49.641
0,8.51,58.04,62.54,63.16,31.03,76.68,08.09,52.630
1,5.98,76.81,30.62,58.17,76.24,50.81,6.64,601.125
0,6.54,96.74,67.19,93.53,46.27,17.19,07.03,64.408
0,5.27,80.48,96.69,60.12,69.67,56.5,4.78,724.505
0,4.52,86.97,40.83,45.8,40.55,87.92,5.39,512.975
0,9.24,62.01,70.13,88.19,98.88,86.99,8.59,855.815
1,2.13,56.34,97.32,99.91,97.92,61.75,05.05,905.225
1,4.77,67.26,90.24,73.61,75.92,44.2,8.53,741.685
1,4.1,88.43,89.53,43.78,79.5,10.91,7.32,66.61
1,5.48,67.38,87.53,42.91,59.81,38.03,6.51,59.708
1,5.12,90.8,51.63,29.33,97.35,99.08,4.87,70.719
1,5.67,99.33,92.34,30.8,59.66,75.38,7.37,6.451
1,2.26,44.32,95.89,93.62,46.76,74.58,8.43,70.839
1,5.62,42.72,64.71,32.24,38.08,78.5,4.8,46.452
1,3.18,48.98,54.82,61.33,44.57,65.81,04.03,53.375
1,2.66,63.06,59.0,77.36,70.05,62.73,7.7,6.823
1,1.58,47.86,53.39,88.78,47.16,50.83,7.0,59.248
1,7.86,92.24,44.87,37.85,75.8,49.95,6.52,59.185
1,4.85,41.39,73.29,57.83,56.75,88.38,6.28,61.955
1,6.64,58.95,69.38,43.86,92.08,45.41,6.49,67.505
1,7.55,51.08,62.38,44.19,69.09,85.63,5.87,61.376
1,7.11,95.89,36.71,47.79,73.58,85.4,4.41,63.171
0,5.23,80.17,85.78,69.03,68.96,79.38,7.88,745.045
1,4.49,94.72,42.25,26.24,91.99,13.39,6.34,5.801
0,4.38,98.34,38.02,55.66,34.44,23.32,8.12,45.739
1,6.76,69.83,73.61,39.01,34.71,38.32,8.91,47.438
1,5.45,54.06,57.91,97.53,79.12,86.28,4.86,7.769
0,8.64,51.62,34.19,68.7,83.76,88.59,7.97,6.735
1,8.87,53.38,54.89,90.11,60.35,13.74,8.89,61.34
0,2.54,82.52,84.02,39.68,54.66,39.23,7.62,58.29
0,2.23,42.43,73.07,85.75,49.46,86.53,5.23,662.585
0,6.67,43.08,55.4,56.11,46.41,32.47,8.48,48.906
1,3.71,76.49,43.43,38.33,93.84,97.84,7.97,6.854
1,1.17,78.52,74.23,82.09,50.66,54.04,6.25,663.555
1,9.0,79.92,92.13,82.15,75.37,94.36,6.86,82.771
0,03.04,62.31,75.24,99.69,85.1,48.59,7.61,8.84
0,9.36,88.36,86.9,83.57,31.54,39.14,4.62,620.615
1,7.46,72.02,66.51,35.9,32.37,42.62,8.63,45.70
1,7.86,46.33,80.26,49.19,53.32,89.59,8.94,60.603
1,2.81,87.83,92.74,58.88,78.72,39.76,5.65,7.357
1,3.11,97.18,84.12,34.5,48.26,70.24,7.58,5.908
1,5.69,43.6,93.69,84.1,30.1,52.29,6.11,59.887
0,2.55,63.48,60.18,64.5,50.17,94.75,4.14,615.435
0,3.75,69.25,93.3,95.83,36.31,24.34,8.79,64.685
0,3.89,48.79,73.51,69.2,45.36,48.58,4.71,57.615
1,2.44,92.06,90.9,64.22,53.32,21.22,4.37,64.225
0,2.85,57.05,32.76,30.36,38.96,62.03,8.19,39.686
0,8.1,86.98,76.05,36.2,79.45,46.26,4.17,6.539
0,2.5,80.26,89.36,88.71,47.91,15.48,7.44,66.392
0,1.26,75.88,42.19,99.3,76.28,86.49,8.65,76.198
0,6.66,51.53,76.33,56.14,71.93,43.8,06.03,640.095
1,9.78,53.24,87.75,85.76,92.86,54.43,4.34,82.258
0,3.98,42.84,50.16,72.07,36.16,46.68,05.09,496.575
1,02.07,54.44,58.37,96.93,45.02,53.98,8.74,625.055
1,6.13,60.73,69.87,42.86,90.56,11.47,6.33,63.605
1,9.16,89.99,66.34,65.86,87.55,83.39,6.71,777.135
1,08.06,61.98,32.74,55.66,43.45,39.91,4.78,45.859
1,6.6,85.28,36.91,65.63,37.54,75.2,8.59,529.765
0,3.84,66.37,37.03,45.16,89.94,15.84,6.59,58.396
0,5.88,87.09,48.36,62.33,42.47,57.14,6.64,54.542
1,1.82,98.58,47.21,71.86,90.98,91.79,6.88,78.287
1,7.11,54.39,81.96,31.09,97.28,45.84,7.84,682.355
1,7.53,91.74,70.09,80.72,45.46,27.75,05.01,62.058
0,9.69,77.31,83.48,77.99,88.83,18.92,8.71,7.690
1,3.34,89.04,34.89,91.03,59.67,87.32,4.88,68.256
0,1.17,79.1,63.96,56.94,85.21,31.49,4.99,679.095
1,5.91,65.44,52.66,29.63,58.52,97.76,04.06,547.415
0,7.36,53.68,89.5,59.61,34.93,32.3,4.1,53.626
1,8.11,44.2,79.55,35.32,79.89,53.29,6.14,624.505
0,2.74,72.13,90.85,73.56,40.55,51.22,4.91,630.875
1,3.36,99.42,33.25,28.53,94.89,15.58,05.06,58.494
0,5.61,84.28,80.46,53.05,59.24,57.87,8.94,643.035
0,3.98,59.64,67.8,31.21,35.74,70.54,8.65,468.895
0,8.74,89.63,87.75,25.25,45.99,76.79,5.61,56.601
0,5.26,86.14,65.5,97.04,90.38,57.03,5.72,83.31
0,8.2,56.9,67.81,99.71,52.48,83.13,5.46,708.605
0,6.23,40.86,33.62,66.66,89.94,77.69,8.41,66.723
0,7.96,47.09,76.8,42.92,42.06,27.46,4.49,48.266
1,3.99,92.64,49.12,93.33,62.78,46.14,6.92,690.075
1,8.48,90.19,31.38,94.23,91.48,22.83,4.93,7.315
1,3.47,57.71,34.65,89.09,33.39,22.01,7.79,48.861
1,5.91,57.11,97.01,65.83,51.3,74.09,7.16,669.345
1,2.93,87.57,54.23,30.6,93.69,57.74,5.94,658.185
0,5.28,96.26,90.77,31.63,71.76,64.09,4.49,6.721
0,3.86,86.75,97.18,92.25,80.14,75.9,7.84,8.681
0,3.4,76.33,96.03,90.69,88.95,34.95,4.39,84.139
0,9.7,54.56,91.72,57.58,66.65,46.12,5.37,661.345
0,2.44,71.54,92.64,49.61,89.18,64.61,5.27,757.585
1,08.09,54.01,50.23,73.31,74.71,18.7,6.89,6.179
1,9.86,88.48,40.6,85.52,78.0,84.97,6.57,74.145
1,1.18,63.22,74.75,79.88,40.7,40.91,5.4,59.578
1,7.29,90.02,64.17,71.17,95.73,69.29,6.15,80.063
0,3.28,62.9,36.91,42.36,85.73,99.6,6.18,642.275
0,1.36,89.45,77.43,44.69,47.79,52.78,6.87,57.608
0,4.63,60.0,69.4,79.31,70.6,29.35,8.49,673.525
1,9.42,66.41,90.41,85.2,56.35,29.48,4.71,686.935
0,1.11,76.93,72.64,33.71,76.23,15.43,6.79,58.872
1,6.29,44.22,70.18,39.05,99.56,79.04,04.09,7.97
0,5.51,96.89,60.85,76.04,33.2,36.41,7.49,56.13
0,8.86,74.42,62.4,54.17,96.68,25.55,7.2,698.575
1,1.76,70.47,96.81,67.25,35.07,74.23,7.47,62.919
0,7.13,90.36,39.69,71.11,62.25,37.82,6.37,60.321
0,7.12,91.95,61.24,83.22,63.75,64.04,4.93,709.645
1,07.02,71.34,75.91,85.43,48.81,47.6,6.24,65.517
0,9.48,95.64,60.31,46.01,69.67,40.07,4.12,61.519
1,8.41,43.88,49.83,65.6,88.38,54.05,5.91,67.092
0,1.38,46.79,50.12,34.26,50.58,38.24,8.19,44.795
0,5.24,75.81,46.36,88.15,34.93,88.35,5.69,59.951
0,4.58,61.24,54.07,88.41,74.26,16.57,6.96,6.668
0,3.79,67.85,91.02,47.46,82.62,12.71,5.31,67.042
0,05.06,59.68,65.37,37.05,96.82,46.58,4.67,6.684
0,4.46,64.28,46.82,30.26,41.17,25.56,6.6,40.322
0,4.89,89.36,56.92,68.12,93.1,76.94,4.18,7.762
0,9.81,75.61,37.41,31.86,63.75,41.81,8.52,495.015
1,1.8,99.84,93.28,76.04,46.5,33.53,7.89,67.278
1,9.3,87.21,58.57,75.86,97.39,42.34,8.99,777.205
0,5.32,56.42,98.63,71.05,46.69,29.75,8.97,62.447
0,6.61,55.86,54.33,90.74,81.34,36.97,7.64,71.303
1,8.47,60.15,88.54,53.37,84.94,61.12,7.88,729.065
0,4.24,90.6,47.95,92.67,60.14,87.76,6.64,716.425
0,4.87,41.64,35.33,27.77,78.3,43.38,05.09,499.155
1,4.69,53.81,32.22,33.46,70.07,38.86,08.04,48.600
0,4.37,94.3,72.43,55.92,43.44,80.36,5.35,61.136
0,9.33,78.39,51.81,69.55,83.19,12.02,7.25,65.907
1,8.46,53.61,61.05,27.43,94.96,37.19,7.65,613.835
0,1.98,53.15,87.31,67.56,64.2,50.7,6.82,6.720
0,1.97,91.76,47.37,48.05,99.6,64.06,7.31,7.192
1,4.85,93.63,51.61,91.54,59.96,24.05,5.46,65.961
0,1.89,55.37,89.17,65.0,63.58,48.96,7.8,6.677
1,6.57,65.23,64.49,69.09,77.17,60.97,8.72,69.8
0,2.29,90.08,87.94,95.92,43.0,55.92,6.42,7.121
0,5.7,86.26,56.21,82.31,93.14,61.71,4.6,792.155
1,01.06,88.83,57.89,57.87,86.09,69.62,7.1,72.022
1,3.85,71.1,41.7,60.77,91.07,44.14,5.71,66.931
0,07.09,94.69,94.14,73.59,72.67,15.73,6.1,7.370
1,5.36,59.56,92.77,40.01,91.86,15.0,4.76,681.635
1,9.8,49.4,98.9,31.65,77.6,87.28,7.13,685.205
0,8.87,82.52,58.17,48.34,65.81,70.97,7.94,621.015
0,4.23,72.36,87.3,83.38,95.23,78.78,7.83,8.674
0,1.41,91.28,59.05,44.3,60.78,93.59,8.97,62.645
1,8.61,44.87,61.8,34.81,65.04,77.55,05.06,560.685
1,9.2,90.62,88.1,41.43,41.87,72.31,8.57,58.925
1,8.39,57.6,42.42,75.92,96.34,69.02,7.66,73.845
1,2.15,79.29,45.42,71.05,45.47,33.27,7.54,54.16
0,9.98,42.41,52.03,76.62,44.1,96.16,7.42,58.852
1,3.33,76.57,85.17,49.15,37.08,58.78,6.69,5.583
0,7.52,83.04,56.09,92.56,61.74,29.99,5.89,67.27
1,9.17,62.13,55.07,58.88,49.15,28.88,8.72,52.37
0,3.12,52.92,99.92,63.53,81.85,83.37,4.76,78.143
0,9.17,72.26,56.87,96.16,51.53,32.52,4.88,639.275
0,3.79,89.99,47.34,98.45,80.45,13.73,04.08,72.61
1,9.79,59.41,73.62,74.62,43.72,48.56,7.7,5.947
0,3.53,55.15,86.13,95.86,46.1,83.56,8.47,71.197
0,9.58,56.74,34.87,65.61,86.43,47.3,4.93,6.403
1,1.48,96.95,73.32,48.05,55.98,82.32,4.17,6.419
0,7.38,61.56,32.5,48.63,37.82,84.45,5.22,464.955
1,5.79,40.22,66.84,66.92,97.3,87.19,8.42,76.894
1,5.3,86.9,47.99,70.38,42.42,63.0,04.08,57.03
0,03.01,81.96,51.46,57.97,40.51,72.95,4.51,54.454
0,7.35,47.71,62.7,91.28,55.09,33.57,4.12,627.695
1,2.72,99.09,94.9,57.0,36.69,18.97,8.72,578.775
0,5.98,76.48,79.75,45.51,40.89,57.95,4.68,55.082
1,3.28,70.05,95.58,25.6,89.25,10.95,8.5,648.535
1,9.6,62.93,76.2,97.79,42.01,51.92,6.37,65.876
1,1.26,93.92,30.5,86.82,37.8,19.19,5.97,52.346
0,2.8,54.64,48.59,71.17,91.6,19.76,6.13,670.105
1,3.18,57.15,93.4,87.29,61.07,88.37,06.09,76.429
0,4.73,47.34,75.04,85.77,41.0,67.65,5.71,6.229
0,03.09,85.55,98.72,94.89,70.71,68.07,08.05,83.577
0,5.42,75.73,40.92,53.96,32.91,46.4,6.54,45.405
0,8.85,76.54,50.77,66.61,59.92,47.19,8.95,601.515
1,7.41,53.11,55.37,32.4,71.32,37.28,6.59,53.175
0,6.22,79.07,52.86,97.4,97.0,49.09,08.09,81.688
1,1.8,85.93,47.64,98.88,52.85,62.84,7.73,6.762
1,7.25,61.47,61.04,84.18,83.55,26.79,06.01,713.215
0,2.5,88.08,74.96,59.06,39.29,33.55,7.94,55.671
1,08.08,60.93,51.79,62.24,60.35,54.53,4.77,585.865
1,3.25,85.49,35.58,57.65,45.62,44.63,05.02,505.075
0,4.75,42.02,79.6,47.0,64.47,83.75,07.09,62.811
1,4.15,73.07,62.13,64.58,59.21,83.95,7.56,649.965
1,8.73,98.17,68.95,29.01,98.58,40.24,7.22,6.938
1,2.14,98.87,61.88,99.39,94.22,50.57,6.55,8.514
1,06.09,56.91,92.33,56.8,70.75,97.89,4.69,729.085
0,2.28,66.48,69.11,94.55,42.36,84.47,5.86,673.805
1,7.34,43.78,94.63,79.32,68.99,29.41,07.02,7.22
1,9.15,92.4,65.74,46.75,85.45,35.22,5.13,67.505
1,4.91,74.11,50.48,41.65,32.66,17.51,7.19,41.101
1,5.39,63.11,54.88,99.68,60.38,71.0,5.17,70.44
0,9.35,46.77,66.55,82.91,32.99,38.52,4.49,5.411
1,5.69,96.81,67.1,43.72,47.08,58.29,5.62,5.633
0,5.39,71.81,78.11,30.06,36.45,79.13,5.36,509.885
1,6.2,56.98,45.71,77.27,97.24,85.24,08.05,7.671
0,7.2,61.01,76.12,47.73,41.82,39.28,6.42,518.225
0,1.96,56.24,84.5,41.6,40.51,31.35,4.32,50.237
0,8.39,76.11,77.36,80.12,98.04,86.37,08.08,8.606
0,4.92,95.8,63.73,75.94,66.12,44.31,5.34,68.884
0,1.65,91.4,99.42,61.11,83.06,83.98,6.84,817.705
1,08.08,67.62,58.34,95.7,52.91,23.48,6.71,632.215
1,4.39,89.59,37.46,75.97,67.3,92.07,8.86,682.055
1,1.9,65.39,87.51,92.01,30.48,53.48,5.27,6.305
0,6.7,55.14,44.85,39.29,58.62,25.31,4.73,473.545
1,8.92,99.0,79.93,47.25,68.86,58.16,5.29,6.761
0,8.99,58.23,42.53,32.84,66.01,88.3,6.88,54.472
0,9.62,59.42,31.18,47.84,58.41,45.04,05.09,49.85
1,8.81,99.38,41.19,97.88,85.15,26.03,5.7,7.505
1,01.02,48.04,56.39,97.21,65.11,61.89,7.29,69.362
0,4.42,85.63,37.46,82.03,74.53,85.1,4.58,71.158
0,8.37,96.15,43.84,64.08,42.92,20.92,8.73,51.517
1,4.3,70.71,83.52,83.56,90.31,13.73,6.66,776.465
1,6.41,40.15,83.89,66.51,55.4,15.07,6.42,583.175
1,6.46,62.5,87.22,25.26,63.75,30.74,5.82,553.955
1,4.29,46.69,88.88,62.62,54.65,10.66,5.23,58.293
0,9.14,64.97,59.43,69.92,92.43,48.58,6.42,730.715
1,5.53,87.4,90.73,44.93,93.05,72.8,6.43,77.966
1,5.18,66.32,66.82,40.25,45.7,73.94,4.28,5.344
1,9.98,65.92,62.94,45.54,82.69,67.3,8.24,6.623
0,5.44,73.41,80.3,71.77,37.2,36.66,8.1,5.802
0,2.61,74.9,44.97,35.95,32.09,76.23,6.24,44.326
0,5.62,91.38,85.26,79.02,88.56,61.88,5.68,83.129
0,8.33,58.5,60.06,56.7,39.18,87.51,6.49,54.501
1,7.99,89.3,38.91,51.5,40.83,53.02,5.11,491.795
0,8.1,73.96,38.35,85.54,72.46,26.21,4.0,6.443
1,7.37,58.03,41.54,62.95,87.17,67.12,5.77,6.707
1,3.29,57.71,92.34,53.38,43.27,23.57,04.09,550.855
1,8.76,61.67,99.37,90.86,37.99,96.68,4.2,717.205
1,09.04,77.36,54.99,52.62,35.41,73.3,4.15,516.125
0,2.75,53.85,50.45,89.43,31.74,78.07,8.4,567.485
0,2.17,95.22,45.31,62.81,38.15,71.13,4.72,54.752
0,9.78,74.49,87.67,40.6,95.99,18.78,5.27,706.075
1,8.81,95.2,44.64,70.96,36.67,51.88,6.45,542.105
1,09.04,42.78,94.69,46.4,71.83,68.63,6.65,668.195
1,8.98,60.56,76.71,36.04,94.47,30.64,4.61,6.653
1,5.88,41.37,92.8,31.49,73.95,71.16,8.55,63.568
1,6.82,56.34,68.78,43.13,32.29,83.79,5.16,49.852
0,5.91,91.72,78.35,80.24,71.75,34.74,8.71,7.348
1,1.46,42.2,73.36,87.85,93.21,27.96,5.28,76.274
0,7.71,66.17,88.18,89.63,52.58,89.48,04.01,740.115
1,5.55,47.05,88.51,45.26,51.95,10.47,8.86,52.951
1,6.83,65.01,71.29,74.57,47.42,33.02,6.42,593.005
0,5.52,90.33,74.28,42.28,65.39,46.61,8.39,620.065
0,5.43,77.38,94.53,71.71,46.66,70.5,7.67,679.525
1,2.55,84.21,95.09,91.54,80.67,99.74,4.9,885.325
1,3.51,60.95,76.5,28.07,75.14,43.37,8.23,59.48
1,2.43,96.66,30.54,98.89,58.05,95.39,4.26,70.353
1,2.76,82.56,37.31,87.03,80.58,43.01,6.54,699.795
0,9.76,65.31,90.06,82.12,36.89,72.6,5.27,652.445
1,2.38,65.59,35.93,76.85,82.47,24.88,5.81,6.430
0,3.42,95.12,44.95,82.77,72.2,51.44,7.79,6.960
1,6.32,74.58,46.14,99.59,74.11,88.41,7.42,76.363
0,6.49,82.38,72.02,82.76,34.53,38.8,6.2,5.929
0,2.39,65.02,70.36,51.37,73.27,19.47,4.23,61.008
1,8.14,53.42,50.26,71.04,64.59,57.04,4.2,614.645
0,08.07,83.41,44.53,50.27,64.01,49.56,7.51,5.717
1,3.14,76.47,83.52,97.75,52.53,30.66,8.74,7.24
0,3.6,70.08,95.48,92.51,30.53,91.51,8.24,69.068
1,9.44,77.44,33.7,67.57,59.58,64.15,4.61,586.445
0,8.43,52.5,39.32,83.6,58.06,41.25,4.61,58.459
1,7.28,87.64,74.95,93.23,59.6,99.65,07.05,778.865
1,1.74,96.89,86.31,43.27,72.84,22.38,7.29,655.005
0,4.76,93.47,85.38,68.46,50.99,86.32,07.08,700.165
